USER           PID  PPID        VSZ    RSS WCHAN            ADDR S NAME                       
audioserver    722     1      58184  20564 binder_ioctl_write_read 0 S audioserver
credstore      724     1      23560   7260 binder_ioctl_write_read 0 S credstore
gpu_service    727     1      28324   7184 binder_ioctl_write_read 0 S gpuservice
system         736     1      56384  20204 futex_wait_queue_me 0 S surfaceflinger
system         746     1      15100   3772 __skb_wait_for_more_packets 0 S fuelgauged
radio          748     1      15984   4272 hrtimer_nanosleep   0 S ccci_rpcd
root           750     1      23228   4192 futex_wait_queue_me 0 S nvram_daemon
system         752     1      24480   5544 futex_wait_queue_me 0 S mcDriverDaemon
system         794     1      17372   6064 hrtimer_nanosleep   0 S fpsgo
root           795     2          0      0 rescuer_thread      0 I [pvr_misr]
root           797     2          0      0 rescuer_thread      0 I [pvr_misr]
root           798     2          0      0 rescuer_thread      0 I [kdmflush]
root           799     2          0      0 rescuer_thread      0 I [pvr_misr]
root           805     2          0      0 rescuer_thread      0 I [kdmflush]
system         820     1      32176   6196 poll_schedule_timeout 0 S crash_dump32
system         822     1      24332   9344 ptrace_stop         0 t android.hardware.graphics.allocator@4.0-service-mediatek
root           833   462      23616   2612 do_wait             0 S aee_aed
shell          838     1      28464   5092 do_epoll_wait       0 S adbd
drm            847     1      25796   6428 binder_ioctl_write_read 0 S drmserver
nobody         849     1      20188   3552 poll_schedule_timeout 0 S traced_probes
root           850   833      20672   4824 pipe_wait           0 S aee_dumpstate
system         883     1      43672   9756 poll_schedule_timeout 0 S crash_dump32
system         885     1      54348  20576 ptrace_stop         0 t surfaceflinger
nobody         888     1      19268   3624 poll_schedule_timeout 0 S traced
root           889     2          0      0 worker_thread       0 I [kworker/u17:2-fsverity_read_queue]
root           894   462      23616   2612 do_wait             0 S aee_aed
root           896     2          0      0 worker_thread       0 I [kworker/u17:3-fsverity_read_queue]
root           897     2          0      0 worker_thread       0 I [kworker/u17:4-fsverity_read_queue]
root           898     2          0      0 worker_thread       0 I [kworker/u17:5-fsverity_read_queue]
root           899     2          0      0 worker_thread       0 I [kworker/u17:6-fsverity_read_queue]
root           900     2          0      0 worker_thread       0 I [kworker/u17:7-fsverity_read_queue]
root           901     2          0      0 worker_thread       0 I [kworker/u17:8]
root           907   894      20672   4864 pipe_wait           0 S aee_dumpstate
gps            916     1      46320   7192 futex_wait_queue_me 0 S mnld
root           917   850      20324   5288 0                   0 R top
cameraserver   918     1      55428  21500 binder_ioctl_write_read 0 S cameraserver
system         919     1      23428   5632 binder_ioctl_write_read 0 S idmap2d
root           920     2          0      0 worker_thread       0 I [kworker/6:2]
incidentd      922     1      20880   4844 do_epoll_wait       0 S incidentd
root           923     1      20748   5072 binder_ioctl_write_read 0 S installd
mediaex        953     1      47588  20540 filemap_fault       0 D media.extractor
media          960     1      25036   6472 binder_ioctl_write_read 0 S media.metrics
root           973     1      21564   4928 hrtimer_nanosleep   0 S storaged
root           974   385      16936   3656 0                   0 R ps
wifi           980     1      20496   5704 0                   0 R wificond
shell          985     1       2664   1216 0                   0 R lbs_dbg_ext
